129,19,2014-12-18 07:08:00,2014-12-18 16:39:00,0,-1193688320,129
139,9,2014-12-19 06:24:00,2014-12-19 17:47:00,0,-1193688320,139
145,18,2014-12-19 06:57:00,2014-12-19 12:06:00,0,-1193688320,145
146,19,2014-12-19 06:57:00,2014-12-19 16:39:00,0,-1193688320,146
155,17,2014-12-19 07:02:00,2014-12-19 17:33:00,0,-1193688320,155
168,19,2014-12-16 06:54:00,2014-12-16 16:30:00,0,-1193688320,168
175,9,2014-12-22 06:39:00,2014-12-22 17:42:00,0,-1193688320,175
179,18,2014-12-22 06:53:00,2014-12-22 12:06:00,0,-1193688320,179
186,17,2014-12-22 06:58:00,2014-12-22 17:39:00,0,-1193688320,186
201,9,2014-12-23 06:31:00,2014-12-23 17:39:00,0,-1193688320,201
209,17,2014-12-23 06:56:00,2014-12-23 17:32:00,0,-1193688320,209
210,18,2014-12-23 06:57:00,2014-12-23 12:10:00,0,-1193688320,210
13449,17,2017-07-04 07:15:00,,0,1608301339,9313
13453,17,2017-07-05 07:12:00,2017-07-05 17:31:00,0,1608301339,9317
13454,17,2017-07-05 18:14:00,,0,1608301339,9318
13458,17,2017-07-06 17:33:00,,0,1608301339,9322
13464,17,2017-07-07 07:07:00,,0,1608301339,9328
13468,17,2017-07-10 07:03:00,2017-07-10 17:34:00,0,1608301339,9332
13470,17,2017-07-11 07:05:00,2017-07-11 17:32:00,0,1608301339,9334
13475,17,2017-07-12 07:06:00,,0,1608301339,9339
13478,17,2017-07-13 07:02:00,2017-07-13 17:34:00,0,1608301339,9342
16843,58,2018-02-13 07:09:00,2018-02-13 17:31:00,0,2096553864,2475
16845,17,2018-02-13 17:35:00,,0,2096553864,2477
16846,63,2018-02-14 06:39:00,2018-02-14 21:16:00,0,-1193688320,16846
16849,18,2018-02-14 06:58:00,2018-02-14 15:02:00,0,-1193688320,16849
16852,48,2018-02-14 07:02:00,2018-02-14 19:52:00,0,-1193688320,16852
16858,58,2018-02-14 07:13:00,2018-02-14 17:30:00,0,2096553864,2481
16859,17,2018-02-14 07:14:00,2018-02-14 17:30:00,0,2096553864,2482
16861,9,2018-02-08 06:36:00,2018-02-08 16:31:00,0,1608301339,10669
16865,49,2018-02-08 06:59:00,2018-02-08 16:36:00,0,1608301339,10673
21018,19,2018-03-22 16:36:00,2018-03-22 17:46:00,0,1608301339,17555
21023,48,2018-03-23 06:53:00,2018-03-23 19:33:00,0,-1193688320,21023
21589,49,2018-04-30 06:55:00,2018-04-30 17:36:00,0,1608301339,17759
21592,18,2018-04-30 07:28:00,2018-04-30 15:10:00,0,-1193688320,21592
21594,17,2018-04-30 07:14:00,2018-04-30 17:30:00,0,2096553864,2690
21595,19,2018-04-30 07:36:00,2018-04-30 17:36:00,0,1608301339,17761
21598,63,2018-05-02 06:50:00,2018-05-02 21:18:00,0,-1193688320,21598
21599,18,2018-05-02 06:54:00,2018-05-02 15:15:00,0,-1193688320,21599
21601,48,2018-05-02 06:59:00,2018-05-02 18:23:00,0,-1193688320,21601
24138,74,2018-10-29 06:56:00,2018-10-29 17:42:00,0,-1193688320,24138
24139,63,2018-10-29 06:57:00,2018-10-29 20:37:00,0,-1193688320,24139
24141,48,2018-10-29 07:00:00,2018-10-29 21:24:00,0,-1193688320,24141
24143,18,2018-10-29 07:01:00,2018-10-29 15:10:00,0,-1193688320,24143
26045,19,2019-04-16 07:03:00,2019-04-16 17:44:00,0,-1193688320,26045
26047,63,2019-04-16 07:04:00,2019-04-16 18:23:00,0,-1193688320,26047
26051,58,2019-04-16 17:35:00,,0,-1193688320,26051
26052,70,2019-04-17 06:07:00,2019-04-17 17:43:00,0,-1193688320,26052
26054,9,2019-04-17 06:20:00,2019-04-17 17:31:00,0,-1193688320,26054
26055,48,2019-04-17 06:21:00,2019-04-17 19:29:00,0,-1193688320,26055
26058,58,2019-04-17 06:59:00,2019-04-17 17:33:00,0,-1193688320,26058
26059,18,2019-04-17 06:59:00,2019-04-17 15:19:00,0,-1193688320,26059
27591,74,2019-08-06 07:22:00,,0,-1193688320,27591
27593,9,2019-08-07 06:32:00,2019-08-07 17:32:00,0,-1193688320,27593
27594,70,2019-08-07 06:32:00,2019-08-07 17:33:00,0,-1193688320,27594
27598,48,2019-08-07 07:00:00,2019-08-07 18:49:00,0,-1193688320,27598
27600,18,2019-08-07 07:01:00,2019-08-07 15:11:00,0,-1193688320,27600
27602,63,2019-08-07 07:03:00,2019-08-07 18:09:00,0,-1193688320,27602
27603,19,2019-08-07 07:03:00,2019-08-07 17:38:00,0,-1193688320,27603
27604,49,2019-08-07 07:05:00,2019-08-07 17:30:00,0,-1193688320,27604
29743,63,2020-01-28 07:05:00,2020-01-28 19:11:00,0,-1193688320,29743
29746,78,2020-01-28 07:00:00,2020-01-28 17:38:00,0,-1193688320,29746
30412,49,2020-09-28 17:38:00,,0,-1193688320,30412
30414,79,2020-09-29 05:59:00,,0,-1193688320,30414
30415,74,2020-09-29 06:53:00,2020-09-29 17:57:00,0,-1193688320,30415
30416,80,2020-09-29 07:02:00,2020-09-29 17:19:00,0,-1193688320,30416
30417,48,2020-09-29 07:05:00,,0,-1193688320,30417
30420,79,2020-09-30 05:42:00,,0,-1193688320,30420
30421,80,2020-09-30 06:45:00,2020-09-30 16:59:00,0,-1193688320,30421
30422,74,2020-09-30 06:54:00,2020-09-30 17:35:00,0,-1193688320,30422
30423,17,2020-09-30 08:14:00,,0,-1193688320,30423
225,9,2014-12-24 06:40:00,2014-12-24 13:13:00,0,-1193688320,225
231,18,2014-12-24 06:58:00,,0,-1193688320,231
248,17,2014-12-26 07:01:00,2014-12-26 17:32:00,0,-1193688320,248
249,19,2014-12-26 07:02:00,2014-12-26 17:32:00,0,-1193688320,249
257,9,2014-12-29 06:45:00,2014-12-29 17:37:00,0,-1193688320,257
263,17,2014-12-29 07:04:00,2014-12-29 17:38:00,0,-1193688320,263
264,19,2014-12-29 07:04:00,2014-12-29 16:35:00,0,-1193688320,264
269,18,2014-12-29 07:05:00,2014-12-29 12:08:00,0,-1193688320,269
288,9,2014-12-30 06:33:00,2014-12-30 17:48:00,0,-1193688320,288
293,17,2014-12-30 07:00:00,2014-12-30 17:41:00,0,-1193688320,293
297,19,2014-12-30 07:02:00,2014-12-30 16:37:00,0,-1193688320,297
302,18,2014-12-30 07:07:00,2014-12-30 12:13:00,0,-1193688320,302
311,19,2014-12-31 06:58:00,2014-12-31 13:00:00,0,-1193688320,311
314,17,2014-12-31 07:02:00,2014-12-31 13:02:00,0,-1193688320,314
13483,17,2017-07-14 07:06:00,2017-07-14 17:34:00,0,1608301339,9347
13489,17,2017-07-17 07:10:00,2017-07-17 17:33:00,0,1608301339,9353
13493,17,2017-07-18 07:12:00,2017-07-18 17:38:00,0,1608301339,9357
13496,17,2017-07-19 07:07:00,2017-07-19 17:42:00,0,1608301339,9360
13500,17,2017-07-20 07:05:00,2017-07-20 17:44:00,0,1608301339,9364
13505,17,2017-07-21 07:11:00,2017-07-21 17:32:00,0,1608301339,9369
13508,17,2017-07-24 07:09:00,2017-07-24 17:40:00,0,1608301339,9372
13510,17,2017-07-25 07:04:00,2017-07-25 17:34:00,0,1608301339,9374
13517,17,2017-07-26 07:14:00,2017-07-26 17:32:00,0,1608301339,9381
13522,17,2017-07-27 17:34:00,,0,1608301339,9386
16881,9,2018-02-12 06:26:00,2018-02-12 17:31:00,0,1608301339,10689
16906,49,2018-02-14 07:00:00,2018-02-14 17:47:00,0,1608301339,10714
21024,18,2018-03-23 06:54:00,2018-03-23 15:02:00,0,-1193688320,21024
21026,9,2018-03-23 06:35:00,2018-03-23 17:32:00,0,1608301339,17559
21029,63,2018-03-23 06:56:00,2018-03-23 19:33:00,0,-1193688320,21029
21035,58,2018-03-23 05:53:00,2018-03-23 16:31:00,0,2096553864,2594
21038,17,2018-03-23 06:09:00,,0,2096553864,2597
21041,49,2018-03-23 07:00:00,2018-03-23 17:59:00,0,1608301339,17563
21042,19,2018-03-23 07:09:00,2018-03-23 18:05:00,0,1608301339,17564
21045,63,2018-03-26 06:48:00,2018-03-26 21:57:00,0,-1193688320,21045
21046,48,2018-03-26 06:54:00,2018-03-26 17:41:00,0,-1193688320,21046
21047,18,2018-03-26 06:58:00,2018-03-26 15:01:00,0,-1193688320,21047
21607,58,2018-05-02 07:04:00,2018-05-02 17:33:00,0,2096553864,2693
21612,70,2018-05-02 06:35:00,2018-05-02 17:45:00,0,1608301339,17764
21613,9,2018-05-02 06:35:00,2018-05-02 17:30:00,0,1608301339,17765
21617,49,2018-05-02 06:59:00,2018-05-02 17:38:00,0,1608301339,17769
21618,19,2018-05-02 07:10:00,2018-05-02 17:37:00,0,1608301339,17770
21620,17,2018-05-02 07:12:00,2018-05-02 17:30:00,0,2096553864,2695
21622,63,2018-05-03 06:51:00,2018-05-03 21:05:00,0,-1193688320,21622
21623,18,2018-05-03 06:54:00,2018-05-03 15:07:00,0,-1193688320,21623
24149,18,2018-10-30 06:59:00,2018-10-30 15:20:00,0,-1193688320,24149
24150,48,2018-10-30 07:00:00,2018-10-30 18:46:00,0,-1193688320,24150
24152,74,2018-10-30 07:04:00,2018-10-30 18:12:00,0,-1193688320,24152
24153,63,2018-10-30 07:06:00,2018-10-30 20:53:00,0,-1193688320,24153
26063,49,2019-04-17 07:02:00,2019-04-17 17:37:00,0,-1193688320,26063
26064,19,2019-04-17 07:03:00,2019-04-17 17:35:00,0,-1193688320,26064
26068,74,2019-04-17 07:17:00,2019-04-17 18:57:00,0,-1193688320,26068
26069,63,2019-04-17 07:18:00,2019-04-17 17:29:00,0,-1193688320,26069
26072,70,2019-04-22 05:46:00,2019-04-22 17:36:00,0,-1193688320,26072
26075,9,2019-04-22 06:23:00,2019-04-22 17:33:00,0,-1193688320,26075
27605,74,2019-08-07 07:05:00,2019-08-07 17:26:00,0,-1193688320,27605
27607,58,2019-08-07 07:07:00,2019-08-07 17:31:00,0,-1193688320,27607
335,9,2015-01-02 06:45:00,2015-01-02 17:34:00,0,-1193688320,335
342,18,2015-01-02 06:59:00,2015-01-02 12:24:00,0,-1193688320,342
348,18,2015-01-05 06:57:00,2015-01-05 12:05:00,0,-1193688320,348
349,19,2015-01-05 06:57:00,2015-01-05 16:32:00,0,-1193688320,349
353,17,2015-01-05 07:00:00,2015-01-05 17:32:00,0,-1193688320,353
371,9,2015-01-05 17:47:00,,0,-1193688320,371
373,9,2015-01-06 06:47:00,2015-01-06 17:31:00,0,-1193688320,373
377,19,2015-01-06 07:00:00,2015-01-06 16:35:00,0,-1193688320,377
380,17,2015-01-06 07:00:00,2015-01-06 17:33:00,0,-1193688320,380
391,9,2015-01-07 06:45:00,2015-01-07 17:31:00,0,-1193688320,391
395,18,2015-01-07 06:58:00,2015-01-07 12:09:00,0,-1193688320,395
397,19,2015-01-07 06:58:00,2015-01-07 16:31:00,0,-1193688320,397
404,17,2015-01-07 07:00:00,2015-01-07 17:32:00,0,-1193688320,404
13528,48,2017-07-28 07:02:00,2017-07-28 18:15:00,0,-1193688320,13528
13540,17,2017-07-28 03:47:00,,0,1608301339,9397
13543,18,2017-07-31 06:58:00,2017-07-31 15:00:00,0,-1193688320,13543
13549,48,2017-07-31 07:03:00,2017-07-31 17:52:00,0,-1193688320,13549
14680,17,2017-10-09 06:59:00,2017-10-09 18:00:00,0,2096553864,2087
15332,9,2017-11-07 06:27:00,2017-11-07 17:33:00,0,1608301339,10097
16909,63,2018-02-15 06:49:00,2018-02-15 21:55:00,0,-1193688320,16909
16911,18,2018-02-15 06:50:00,2018-02-15 15:07:00,0,-1193688320,16911
16912,48,2018-02-15 06:56:00,2018-02-15 19:58:00,0,-1193688320,16912
16919,9,2018-02-15 06:45:00,2018-02-15 17:52:00,0,1608301339,10717
16924,49,2018-02-15 06:56:00,2018-02-15 17:57:00,0,1608301339,10722
16927,19,2018-02-15 07:08:00,2018-02-15 17:58:00,0,1608301339,10725
16931,17,2018-02-15 07:12:00,2018-02-15 17:57:00,0,2096553864,2485
16932,58,2018-02-15 07:16:00,2018-02-15 17:37:00,0,2096553864,2486
16938,18,2018-02-16 06:48:00,2018-02-16 15:13:00,0,-1193688320,16938
16939,63,2018-02-16 06:50:00,2018-02-16 18:17:00,0,-1193688320,16939
16941,48,2018-02-16 06:52:00,2018-02-16 18:16:00,0,-1193688320,16941
21050,9,2018-03-26 06:27:00,2018-03-26 17:31:00,0,1608301339,17565
21055,49,2018-03-26 06:54:00,2018-03-26 17:34:00,0,1608301339,17570
21060,19,2018-03-26 07:07:00,2018-03-26 17:34:00,0,1608301339,17571
21061,17,2018-03-26 06:03:00,2018-03-26 16:31:00,0,2096553864,2598
21625,48,2018-05-03 06:57:00,2018-05-03 21:06:00,0,-1193688320,21625
21631,17,2018-05-03 07:07:00,2018-05-03 17:33:00,0,2096553864,2698
21635,9,2018-05-03 06:37:00,2018-05-03 17:32:00,0,1608301339,17771
24158,48,2018-10-31 06:56:00,2018-10-31 21:23:00,0,-1193688320,24158
24159,74,2018-10-31 06:58:00,2018-10-31 17:46:00,0,-1193688320,24159
24160,18,2018-10-31 06:58:00,2018-10-31 15:15:00,0,-1193688320,24160
24164,63,2018-10-31 07:06:00,2018-10-31 17:42:00,0,-1193688320,24164
24168,48,2018-11-01 06:48:00,2018-11-01 18:10:00,0,-1193688320,24168
24169,74,2018-11-01 07:01:00,2018-11-01 17:40:00,0,-1193688320,24169
24171,18,2018-11-01 07:04:00,2018-11-01 15:04:00,0,-1193688320,24171
24172,63,2018-11-01 07:04:00,2018-11-01 19:47:00,0,-1193688320,24172
26077,19,2019-04-22 06:50:00,2019-04-22 17:36:00,0,-1193688320,26077
26078,48,2019-04-22 06:53:00,2019-04-22 18:59:00,0,-1193688320,26078
26079,58,2019-04-22 06:56:00,2019-04-22 17:39:00,0,-1193688320,26079
26080,49,2019-04-22 06:58:00,2019-04-22 17:46:00,0,-1193688320,26080
26086,74,2019-04-22 07:07:00,2019-04-22 17:38:00,0,-1193688320,26086
27612,17,2019-08-07 17:31:00,,0,-1193688320,27612
27613,70,2019-08-08 06:14:00,2019-08-08 17:38:00,0,-1193688320,27613
27615,9,2019-08-08 06:32:00,2019-08-08 17:33:00,0,-1193688320,27615
29747,58,2020-01-28 07:00:00,2020-01-28 17:30:00,0,-1193688320,29747
29750,70,2020-01-28 07:00:00,2020-01-28 17:38:00,0,-1193688320,29750
29753,9,2020-01-28 07:00:00,2020-01-28 17:32:00,0,-1193688320,29753
29755,19,2020-01-28 07:58:00,2020-01-28 17:37:00,0,-1193688320,29755
30424,63,2020-09-30 08:14:00,,0,-1193688320,30424
30425,58,2020-09-30 11:41:00,2020-09-30 11:41:00,0,-1193688320,30425
30426,79,2020-10-01 05:46:00,,0,-1193688320,30426
30427,9,2020-10-01 05:47:00,2020-10-01 16:35:00,0,-1193688320,30427
422,9,2015-01-08 06:27:00,2015-01-08 17:31:00,0,-1193688320,422
429,18,2015-01-08 06:58:00,2015-01-08 12:12:00,0,-1193688320,429
432,19,2015-01-08 06:59:00,2015-01-08 16:34:00,0,-1193688320,432
437,17,2015-01-08 07:00:00,2015-01-08 17:35:00,0,-1193688320,437
472,18,2015-01-09 06:58:00,2015-01-09 12:12:00,0,-1193688320,472
474,19,2015-01-09 06:58:00,2015-01-09 16:47:00,0,-1193688320,474
477,17,2015-01-09 06:59:00,2015-01-09 17:31:00,0,-1193688320,477
489,9,2015-01-12 06:42:00,2015-01-12 19:22:00,0,-1193688320,489
494,17,2015-01-12 06:57:00,2015-01-12 17:33:00,0,-1193688320,494
495,18,2015-01-12 06:57:00,2015-01-12 12:02:00,0,-1193688320,495
503,19,2015-01-12 07:02:00,2015-01-12 16:34:00,0,-1193688320,503
518,9,2015-01-13 06:31:00,2015-01-13 17:31:00,0,-1193688320,518
524,17,2015-01-13 06:52:00,2015-01-13 17:32:00,0,-1193688320,524
526,18,2015-01-13 06:54:00,2015-01-13 12:14:00,0,-1193688320,526
528,19,2015-01-13 07:00:00,2015-01-13 16:38:00,0,-1193688320,528
13563,17,2017-07-31 07:15:00,2017-07-31 17:34:00,0,1608301339,9409
13573,18,2017-08-01 07:01:00,2017-08-01 15:15:00,0,-1193688320,13573
13574,48,2017-08-01 07:05:00,2017-08-01 18:27:00,0,-1193688320,13574
14682,58,2017-10-09 07:07:00,2017-10-09 18:15:00,0,2096553864,2089
14685,63,2017-10-10 06:52:00,2017-10-10 17:32:00,0,-1193688320,14685
16955,17,2018-02-16 07:11:00,2018-02-16 17:32:00,0,2096553864,2490
16956,58,2018-02-16 07:14:00,2018-02-16 17:32:00,0,2096553864,2491
16961,18,2018-02-19 06:54:00,2018-02-19 15:05:00,0,-1193688320,16961
16963,48,2018-02-19 06:54:00,2018-02-19 18:33:00,0,-1193688320,16963
16964,63,2018-02-19 06:56:00,2018-02-19 20:21:00,0,-1193688320,16964
16971,58,2018-02-19 07:08:00,,0,2096553864,2495
16972,17,2018-02-19 07:08:00,2018-02-19 17:31:00,0,2096553864,2496
16980,19,2018-02-19 07:10:00,2018-02-19 17:45:00,0,1608301339,10744
16982,9,2018-02-20 06:34:00,2018-02-20 17:31:00,0,1608301339,10745
21064,58,2018-03-26 16:31:00,2018-03-26 16:31:00,0,2096553864,2601
21066,63,2018-03-27 06:48:00,2018-03-27 20:11:00,0,-1193688320,21066
21068,48,2018-03-27 06:55:00,2018-03-27 20:07:00,0,-1193688320,21068
21069,18,2018-03-27 06:59:00,2018-03-27 15:21:00,0,-1193688320,21069
21074,9,2018-03-27 06:28:00,2018-03-27 17:31:00,0,1608301339,17572
21078,49,2018-03-27 07:01:00,2018-03-27 17:42:00,0,1608301339,17576
21080,19,2018-03-27 07:01:00,2018-03-27 17:41:00,0,1608301339,17578
21081,58,2018-03-27 05:56:00,2018-03-27 16:46:00,0,2096553864,2602
21086,17,2018-03-27 06:09:00,2018-03-27 16:46:00,0,2096553864,2605
21640,70,2018-05-03 06:48:00,2018-05-03 17:54:00,0,1608301339,17776
21641,49,2018-05-03 07:00:00,2018-05-03 17:54:00,0,1608301339,17777
21643,19,2018-05-03 07:07:00,2018-05-03 17:55:00,0,1608301339,17779
21645,58,2018-05-03 07:14:00,2018-05-03 17:33:00,0,2096553864,2700
24178,63,2018-11-02 06:57:00,2018-11-02 19:52:00,0,-1193688320,24178
24181,74,2018-11-02 07:03:00,,0,-1193688320,24181
24183,48,2018-11-02 07:08:00,2018-11-02 21:37:00,0,-1193688320,24183
26090,63,2019-04-22 11:07:00,2019-04-22 20:29:00,0,-1193688320,26090
26091,70,2019-04-23 05:47:00,2019-04-23 17:39:00,0,-1193688320,26091
26093,9,2019-04-23 06:28:00,2019-04-23 17:32:00,0,-1193688320,26093
26094,58,2019-04-23 06:53:00,2019-04-23 17:33:00,0,-1193688320,26094
26095,18,2019-04-23 06:57:00,2019-04-23 15:12:00,0,-1193688320,26095
26096,48,2019-04-23 06:57:00,2019-04-23 19:04:00,0,-1193688320,26096
26098,49,2019-04-23 06:59:00,2019-04-23 17:36:00,0,-1193688320,26098
26100,74,2019-04-23 06:59:00,2019-04-23 18:08:00,0,-1193688320,26100
27619,18,2019-08-08 07:04:00,2019-08-08 15:12:00,0,-1193688320,27619
27620,49,2019-08-08 07:04:00,2019-08-08 17:31:00,0,-1193688320,27620
27625,19,2019-08-08 07:08:00,2019-08-08 17:44:00,0,-1193688320,27625
27626,48,2019-08-08 07:09:00,2019-08-08 19:29:00,0,-1193688320,27626
27627,58,2019-08-08 07:10:00,2019-08-08 17:31:00,0,-1193688320,27627
27628,74,2019-08-08 07:13:00,2019-08-08 17:27:00,0,-1193688320,27628
27629,63,2019-08-08 07:17:00,2019-08-08 19:51:00,0,-1193688320,27629
29757,70,2020-01-29 06:25:00,2020-01-29 17:39:00,0,-1193688320,29757
542,17,2015-01-14 06:55:00,2015-01-14 17:32:00,0,-1193688320,542
547,18,2015-01-14 06:57:00,2015-01-14 12:02:00,0,-1193688320,547
550,19,2015-01-14 06:59:00,2015-01-14 16:33:00,0,-1193688320,550
578,17,2015-01-15 06:55:00,2015-01-15 17:32:00,0,-1193688320,578
585,19,2015-01-15 06:58:00,2015-01-15 17:33:00,0,-1193688320,585
587,18,2015-01-15 07:01:00,2015-01-15 12:05:00,0,-1193688320,587
599,17,2015-01-16 06:53:00,2015-01-16 17:39:00,0,-1193688320,599
600,18,2015-01-16 06:56:00,2015-01-16 12:17:00,0,-1193688320,600
606,19,2015-01-16 07:27:00,2015-01-16 17:32:00,0,-1193688320,606
625,18,2015-01-19 06:52:00,2015-01-19 12:03:00,0,-1193688320,625
626,17,2015-01-19 06:53:00,2015-01-19 17:30:00,0,-1193688320,626
643,19,2015-01-19 07:32:00,2015-01-19 17:33:00,0,-1193688320,643
13583,17,2017-08-01 07:11:00,2017-08-01 17:32:00,0,1608301339,9420
13587,18,2017-08-02 07:01:00,2017-08-02 15:03:00,0,-1193688320,13587
13591,48,2017-08-02 07:04:00,2017-08-02 17:43:00,0,-1193688320,13591
13604,17,2017-08-02 07:08:00,2017-08-02 17:40:00,0,1608301339,9431
13608,18,2017-08-03 06:59:00,2017-08-03 15:11:00,0,-1193688320,13608
13611,48,2017-08-03 07:00:00,2017-08-03 17:41:00,0,-1193688320,13611
14687,48,2017-10-10 06:52:00,2017-10-10 17:35:00,0,-1193688320,14687
14688,18,2017-10-10 06:52:00,2017-10-10 15:04:00,0,-1193688320,14688
15342,58,2017-11-07 07:00:00,2017-11-07 17:39:00,0,2096553864,2192
15343,17,2017-11-07 07:07:00,2017-11-07 17:38:00,0,2096553864,2193
15347,63,2017-11-08 06:42:00,2017-11-08 19:54:00,0,-1193688320,15347
15348,18,2017-11-08 06:48:00,2017-11-08 15:04:00,0,-1193688320,15348
